city,state,lat,lon,population
Elmdale city,MN,45.834018,-94.494218,0
Elmore city,MN,43.506382,-94.088257,0
Elrosa city,MN,45.562902,-94.947199,0
Ely city,MN,47.905603,-91.850729,0
Elysian city,MN,44.206366,-93.681284,0
Emily city,MN,46.769011,-93.980502,0
Emmons city,MN,43.508245,-93.484247,0
Empire city,MN,44.679892,-93.09224,0
Erhard city,MN,46.481653,-96.096181,0
Erskine city,MN,47.663163,-96.016683,0
Esko CDP,MN,46.710036,-92.372095,0
Essig CDP,MN,44.328351,-94.603361,0
Evan city,MN,44.35494,-94.836091,0
Evansville city,MN,46.006002,-95.687979,0
Eveleth city,MN,47.474921,-92.54961,0
Excelsior city,MN,44.902695,-93.56643,0
Eyota city,MN,43.98831,-92.232124,0
Fairfax city,MN,44.528324,-94.722995,0
Fairhaven CDP,MN,45.323991,-94.205474,0
Fairmont city,MN,43.644789,-94.464015,0
Falcon Heights city,MN,44.988052,-93.174659,0
Faribault city,MN,44.299709,-93.278946,0
Farmington city,MN,44.659163,-93.168705,0
Farwell city,MN,45.752338,-95.618868,0
Federal Dam city,MN,47.240227,-94.211998,0
Felton city,MN,47.074977,-96.505745,0
Fergus Falls city,MN,46.285017,-96.07611,0
Fertile city,MN,47.530705,-96.281553,0
Fifty Lakes city,MN,46.765469,-94.117844,0
Finland CDP,MN,47.43209,-91.25596,0
Finlayson city,MN,46.210367,-92.930407,0
Fisher city,MN,47.79917,-96.799527,0
Fish Lake CDP,MN,43.838611,-95.047048,0
Flensburg city,MN,45.94764,-94.530468,0
Floodwood city,MN,46.910627,-92.905937,0
Florence city,MN,44.23722,-96.051944,0
Foley city,MN,45.663559,-93.909506,0
Forada city,MN,45.788737,-95.356846,0
Forest Lake city,MN,45.250831,-92.96692,0
Foreston city,MN,45.727023,-93.708918,0
Fort Ripley city,MN,46.166457,-94.365014,0
Fosston city,MN,47.585142,-95.752685,0
Fountain city,MN,43.742538,-92.134233,0
Foxhome city,MN,46.276889,-96.312231,0
Franklin city,MN,44.53058,-94.884118,0
Frazee city,MN,46.728773,-95.703904,0
Freeborn city,MN,43.76596,-93.564377,0
Freeport city,MN,45.660329,-94.682809,0
Fridley city,MN,45.084246,-93.26005,0
Frontenac CDP,MN,44.503785,-92.352561,0
Frost city,MN,43.584608,-93.924727,0
Fulda city,MN,43.867377,-95.60552,0
Funkley city,MN,47.786816,-94.42664,0
Garden City CDP,MN,44.047814,-94.170681,0
Garfield city,MN,45.937601,-95.498535,0
Garrison city,MN,46.298696,-93.825954,0
Garvin city,MN,44.212479,-95.76019,0
Gary city,MN,47.373958,-96.265607,0
Gaylord city,MN,44.55577,-94.213222,0
Gem Lake city,MN,45.061068,-93.038067,0
Geneva city,MN,43.819522,-93.272612,0
Genola city,MN,45.965536,-94.112788,0
Georgetown city,MN,47.07842,-96.795872,0
Ghent city,MN,44.511569,-95.89261,0
Gibbon city,MN,44.533228,-94.524219,0
Gilbert city,MN,47.490784,-92.458312,0
Gilman city,MN,45.73533,-93.948552,0
Glencoe city,MN,44.769566,-94.151027,0
Glenville city,MN,43.574108,-93.281062,0
Glenwood city,MN,45.6647,-95.387261,0
Glyndon city,MN,46.870987,-96.578411,0
Golden Valley city,MN,44.990233,-93.358736,0
Gonvick city,MN,47.739118,-95.51247,0
Goodhue city,MN,44.399432,-92.625458,0
Goodland CDP,MN,47.163583,-93.137587,0
Goodridge city,MN,48.144175,-95.80396,0
Good Thunder city,MN,44.00669,-94.070296,0
Goodview city,MN,44.068809,-91.714643,0
Graceville city,MN,45.568681,-96.437187,0
Granada city,MN,43.693017,-94.349536,0
Grand Marais city,MN,47.758556,-90.344319,0
Grand Meadow city,MN,43.706205,-92.570163,0
Grand Rapids city,MN,47.238518,-93.53257,0
Granite Falls city,MN,44.807268,-95.542338,0
Grant city,MN,45.082077,-92.910948,0
Grasston city,MN,45.797369,-93.155005,0
Greenbush city,MN,48.701061,-96.183554,0
Greenfield city,MN,45.094065,-93.690773,0
Green Isle city,MN,44.682858,-94.004089,0
Greenwald city,MN,45.60137,-94.859334,0
Greenwood city,MN,44.912956,-93.553999,0
Grey Eagle city,MN,45.824307,-94.749141,0
Grove City city,MN,45.149166,-94.682451,0
Grygla city,MN,48.299667,-95.623963,0
Gully city,MN,47.768437,-95.622861,0
Hackensack city,MN,46.926471,-94.515987,0
Hadley city,MN,44.001797,-95.855559,0
Hallock city,MN,48.765415,-96.942485,0
Halma city,MN,48.660463,-96.597716,0
Halstad city,MN,47.351131,-96.825733,0
Hamburg city,MN,44.732495,-93.963197,0
Ham Lake city,MN,45.25393,-93.194841,0
Hammond city,MN,44.22266,-92.373728,0
Hampton city,MN,44.608847,-93.002617,0
Hancock city,MN,45.497591,-95.794822,0
Hanley Falls city,MN,44.691843,-95.619427,0
Hanover city,MN,45.157755,-93.66275,0
Hanska city,MN,44.148743,-94.494459,0
Harding city,MN,46.119106,-94.036798,0
Hardwick city,MN,43.77419,-96.197462,0
Harmony city,MN,43.554005,-92.007471,0
Harris city,MN,45.597768,-92.988641,0
Hartland city,MN,43.80422,-93.48435,0
Hastings city,MN,44.73178,-92.854512,0
Hatfield city,MN,43.953677,-96.188895,0
Hawley city,MN,46.877444,-96.320009,0
Hayfield city,MN,43.890261,-92.847034,0
Hayward city,MN,43.649892,-93.245986,0
Hazel Run city,MN,44.748434,-95.716542,0
Hector city,MN,44.741255,-94.712084,0
Heidelberg city,MN,44.493062,-93.626434,0
Henderson city,MN,44.524305,-93.913547,0
Hendricks city,MN,44.508647,-96.426422,0
Hendrum city,MN,47.264053,-96.81068,0
Henning city,MN,46.323052,-95.441976,0
Henriette city,MN,45.871312,-93.119704,0
Herman city,MN,45.810537,-96.141358,0
Hermantown city,MN,46.802343,-92.240837,0
Heron Lake city,MN,43.798059,-95.319778,0
Hewitt city,MN,46.323968,-95.090167,0
Hibbing city,MN,47.395902,-92.946466,0
High Forest CDP,MN,43.846158,-92.548017,0
Hill City city,MN,46.985161,-93.594992,0
Hillman city,MN,46.006281,-93.88865,0
Hills city,MN,43.527617,-96.359322,0
Hilltop city,MN,45.053579,-93.250127,0
Hinckley city,MN,46.013033,-92.912722,0
Hitterdal city,MN,46.978567,-96.258505,0
Hoffman city,MN,45.834383,-95.787357,0
Hokah city,MN,43.760062,-91.349435,0
Holdingford city,MN,45.730321,-94.471373,0
Holland city,MN,44.090171,-96.198881,0
Hollandale city,MN,43.759781,-93.205586,0
Holloway city,MN,45.243082,-95.906795,0
Holt city,MN,48.292923,-96.194471,0
Homer CDP,MN,44.007209,-91.560865,0
Hopkins city,MN,44.925107,-93.404494,0
Houston city,MN,43.756636,-91.572676,0
Howard Lake city,MN,45.053986,-94.061,0
Hoyt Lakes city,MN,47.571615,-92.108331,0
Hubbard CDP,MN,46.837454,-95.009045,0
Hugo city,MN,45.164225,-92.960105,0
Humboldt city,MN,48.921522,-97.094642,0
Hutchinson city,MN,44.885358,-94.376876,0
Ihlen city,MN,43.915574,-96.372771,0
Independence city,MN,45.018594,-93.71975,0
Inger CDP,MN,47.563282,-93.977317,0
International Falls city,MN,48.586353,-93.407743,0
Inver Grove Heights city,MN,44.829015,-93.060072,0
Iona city,MN,43.915596,-95.783085,0
Iron Junction city,MN,47.418986,-92.608644,0
Ironton city,MN,46.48219,-94.003348,0
Isanti city,MN,45.491545,-93.242818,0
Isle city,MN,46.138076,-93.455793,0
Ivanhoe city,MN,44.464282,-96.251729,0
Jackson city,MN,43.62568,-94.988585,0
Janesville city,MN,44.119846,-93.709698,0
Jasper city,MN,43.848886,-96.399636,0
Jeffers city,MN,44.055905,-95.195353,0
Jenkins city,MN,46.651092,-94.328181,0
Johnson city,MN,45.572251,-96.29404,0
Jordan city,MN,44.66463,-93.640222,0
Kandiyohi city,MN,45.131524,-94.932793,0
Karlstad city,MN,48.577986,-96.516113,0
Kasota city,MN,44.29195,-93.968535,0
Kasson city,MN,44.033174,-92.748578,0
Keewatin city,MN,47.399441,-93.084205,0
Kelliher city,MN,47.948176,-94.43783,0
Kellogg city,MN,44.307013,-91.998701,0
Kennedy city,MN,48.643666,-96.910516,0
Kenneth city,MN,43.754338,-96.072529,0
Kensington city,MN,45.778179,-95.696867,0
Kent city,MN,46.438072,-96.682577,0
Kenyon city,MN,44.272551,-92.9864,0
Kerkhoven city,MN,45.191405,-95.318253,0
Kerrick city,MN,46.339061,-92.585161,0
Kettle River city,MN,46.486219,-92.877569,0
Kiester city,MN,43.536505,-93.711172,0
Kilkenny city,MN,44.315238,-93.574011,0
Kimball city,MN,45.31433,-94.300807,0
Kinbrae city,MN,43.822805,-95.475935,0
Kingston city,MN,45.194384,-94.307118,0
Kinney city,MN,47.516501,-92.719531,0
Knife River CDP,MN,46.948908,-91.78419,0
La Crescent city,MN,43.829716,-91.304953,0
Lafayette city,MN,44.4471,-94.392687,0
Lake Benton city,MN,44.262226,-96.299257,0
Lake Bronson city,MN,48.732431,-96.664928,0
Lake City city,MN,44.445705,-92.280925,0
Lake Crystal city,MN,44.105404,-94.219141,0
Lake Elmo city,MN,44.987847,-92.909654,0
Lakefield city,MN,43.678014,-95.169454,0
Lake George CDP,MN,47.178816,-94.972365,0
Lake Henry city,MN,45.462042,-94.796493,0
Lakeland city,MN,44.953174,-92.76663,0
Lakeland Shores city,MN,44.949468,-92.762428,0
Lake Lillian city,MN,44.945868,-94.879995,0
Lake Park city,MN,46.883733,-96.097958,0
Lake St. Croix Beach city,MN,44.924492,-92.766121,0
Lake Shore city,MN,46.504346,-94.366514,0
Lakeville city,MN,44.676134,-93.251743,0
Lake Wilson city,MN,43.995358,-95.954588,0
Lamberton city,MN,44.230644,-95.2676,0
Lancaster city,MN,48.858197,-96.801399,0
Landfall city,MN,44.950029,-92.976955,0
Lanesboro city,MN,43.715122,-91.970197,0
Lansing CDP,MN,43.747724,-92.965732,0
Laporte city,MN,47.214735,-94.757377,0
La Prairie city,MN,47.230043,-93.491362,0
La Salle city,MN,44.07106,-94.571289,0
Lastrup city,MN,46.039845,-94.061769,0
Lauderdale city,MN,44.994407,-93.203134,0
Le Center city,MN,44.386593,-93.731082,0
Lengby city,MN,47.515347,-95.634568,0
Leonard city,MN,47.649802,-95.264158,0
Leonidas city,MN,47.46766,-92.567436,0
Leota CDP,MN,43.826383,-96.024232,0
Le Roy city,MN,43.513277,-92.507793,0
Lester Prairie city,MN,44.883322,-94.036998,0
Le Sueur city,MN,44.470513,-93.901773,0
Lewiston city,MN,43.982386,-91.869487,0
Lewisville city,MN,43.924142,-94.434137,0
Lexington city,MN,45.138153,-93.171375,0
Lilydale city,MN,44.908785,-93.130754,0
Lindstrom city,MN,45.385816,-92.843674,0
Lino Lakes city,MN,45.15546,-93.106858,0
Lismore city,MN,43.749112,-95.94809,0
Litchfield city,MN,45.12197,-94.525901,0
Little Canada city,MN,45.023265,-93.083655,0
Little Falls city,MN,45.985557,-94.359676,0
Littlefork city,MN,48.396427,-93.557778,0
Little Rock CDP,MN,47.864588,-95.100155,0
Long Beach city,MN,45.652051,-95.430768,0
Long Lake city,MN,44.983248,-93.570054,0
Long Prairie city,MN,45.97472,-94.861352,0
Longville city,MN,46.987368,-94.211983,0
Lonsdale city,MN,44.477631,-93.424226,0
Loretto city,MN,45.054769,-93.635337,0
Louisburg city,MN,45.164478,-96.171064,0
Lowry city,MN,45.704901,-95.519086,0
Lucan city,MN,44.410183,-95.412945,0
Lutsen CDP,MN,47.67443,-90.692776,0
Luverne city,MN,43.653542,-96.214185,0
Lyle city,MN,43.505852,-92.941231,0
Lynd city,MN,44.401754,-95.874091,0
Mabel city,MN,43.51984,-91.768053,0
McGrath city,MN,46.242136,-93.275056,0
McGregor city,MN,46.610359,-93.299543,0
McIntosh city,MN,47.637371,-95.88701,0
McKinley city,MN,47.50985,-92.406529,0
Madelia city,MN,44.048164,-94.419927,0
Madison city,MN,45.012763,-96.189057,0
Madison Lake city,MN,44.208059,-93.817855,0
Magnolia city,MN,43.644078,-96.075282,0
Mahnomen city,MN,47.314775,-95.967377,0
Mahnomen CDP,MN,46.773064,-92.541752,0
Mahtomedi city,MN,45.058292,-92.970186,0
Mahtowa CDP,MN,46.551745,-92.636106,0
Manchester city,MN,43.725424,-93.45087,0
Manhattan Beach city,MN,46.7356,-94.143626,0
Mankato city,MN,44.171122,-93.97638,0
Mantorville city,MN,44.065198,-92.747168,0
Maple Grove city,MN,45.112764,-93.462975,0
Maple Lake city,MN,45.232626,-94.009546,0
Maple Plain city,MN,45.008633,-93.662369,0
Mapleton city,MN,43.927138,-93.955282,0
Mapleview city,MN,43.690063,-92.974,0
Maplewood city,MN,45.019015,-93.03106,0
Marble city,MN,47.331839,-93.290033,0
Marietta city,MN,45.010489,-96.418942,0
Marine on St. Croix city,MN,45.190929,-92.77843,0
Marion CDP,MN,43.943115,-92.353105,0
Marshall city,MN,44.449061,-95.789201,0
Martin Lake CDP,MN,45.383384,-93.08994,0
Mayer city,MN,44.888916,-93.894539,0
Maynard city,MN,44.905587,-95.468607,0
Mazeppa city,MN,44.273686,-92.540204,0
Meadowlands city,MN,47.073102,-92.731274,0
Medford city,MN,44.168531,-93.247259,0
Medicine Lake city,MN,44.995786,-93.418072,0
Medina city,MN,45.03452,-93.575598,0
Meire Grove city,MN,45.626408,-94.869394,0
Melrose city,MN,45.677008,-94.814774,0
Menahga city,MN,46.753697,-95.102864,0
Mendota city,MN,44.887493,-93.161716,0
Mendota Heights city,MN,44.878932,-93.133929,0
Mentor city,MN,47.696662,-96.144035,0
Merrifield CDP,MN,46.467412,-94.174627,0
Middle River city,MN,48.43485,-96.161722,0
Midway CDP,MN,47.315943,-95.779375,0
Miesville city,MN,44.598982,-92.81961,0
Milaca city,MN,45.758035,-93.651565,0
Milan city,MN,45.112649,-95.911829,0
Millerville city,MN,46.069087,-95.557004,0
Millville city,MN,44.244329,-92.296734,0
Milroy city,MN,44.41775,-95.553595,0
Miltona city,MN,46.046258,-95.293197,0
Minneapolis city,MN,44.963324,-93.26832,0
Minneiska city,MN,44.197331,-91.880651,0
Minneota city,MN,44.562526,-95.98272,0
Minnesota City city,MN,44.092296,-91.749995,0
Minnesota Lake city,MN,43.841915,-93.828996,0
Minnetonka city,MN,44.93256,-93.456705,0
Minnetrista city,MN,44.938619,-93.712387,0
Mizpah city,MN,47.920867,-94.213179,0
Montevideo city,MN,44.950165,-95.715382,0
Montgomery city,MN,44.445075,-93.579753,0
Monticello city,MN,45.294103,-93.786294,0
Montrose city,MN,45.066545,-93.920253,0
Moorhead city,MN,46.864704,-96.744552,0
Moose Lake city,MN,46.450299,-92.760955,0
Mora city,MN,45.876981,-93.290284,0
Morgan city,MN,44.415862,-94.924889,0
Morris city,MN,45.585879,-95.905406,0
Morristown city,MN,44.225203,-93.445227,0
Morton city,MN,44.553268,-94.984321,0
Motley city,MN,46.334754,-94.642772,0
Mound city,MN,44.93196,-93.658302,0
Mounds View city,MN,45.106737,-93.206834,0
Mountain Iron city,MN,47.53669,-92.616572,0
Mountain Lake city,MN,43.940133,-94.927696,0
Murdock city,MN,45.223392,-95.394613,0
Myrtle city,MN,43.563233,-93.162987,0
Nashua city,MN,46.03772,-96.30598,0
Nashwauk city,MN,47.379958,-93.166686,0
Nassau city,MN,45.067723,-96.44176,0
Naytahwaush CDP,MN,47.274921,-95.627671,0
Nelson city,MN,45.886537,-95.264865,0
Nerstrand city,MN,44.342929,-93.063979,0
Nett Lake CDP,MN,48.114619,-93.081069,0
Nevis city,MN,46.964831,-94.842984,0
New Auburn city,MN,44.672806,-94.232022,0
New Brighton city,MN,45.067226,-93.205779,0
Newfolden city,MN,48.356733,-96.329729,0
New Germany city,MN,44.880196,-93.978093,0
New Hope city,MN,45.035943,-93.386886,0
New London city,MN,45.296875,-94.94753,0
New Munich city,MN,45.630815,-94.752499,0
Newport city,MN,44.874399,-92.998647,0
New Prague city,MN,44.545738,-93.575595,0
New Richland city,MN,43.893914,-93.493922,0
New Trier city,MN,44.603801,-92.932839,0
New Ulm city,MN,44.312067,-94.468896,0
New York Mills city,MN,46.51963,-95.37278,0
Nicollet city,MN,44.274615,-94.188069,0
Nielsville city,MN,47.529323,-96.815699,0
Nimrod city,MN,46.635167,-94.880637,0
Nisswa city,MN,46.500661,-94.297783,0
Norcross city,MN,45.868708,-96.196424,0
North Branch city,MN,45.509885,-92.955655,0
Northfield city,MN,44.455645,-93.170311,0
North Mankato city,MN,44.182714,-94.041128,0
North Oaks city,MN,45.10484,-93.101065,0
Northome city,MN,47.874387,-94.26831,0
Northrop city,MN,43.735962,-94.436615,0
North St. Paul city,MN,45.013522,-93.00184,0
Norwood Young America city,MN,44.772107,-93.917287,0
Nowthen city,MN,45.343116,-93.449553,0
Oakdale city,MN,44.987546,-92.963553,0
Oak Grove city,MN,45.348351,-93.32727,0
Oak Park Heights city,MN,45.033432,-92.810186,0
Odessa city,MN,45.262184,-96.33348,0
Odin city,MN,43.86727,-94.742762,0
Ogema city,MN,47.10232,-95.916567,0
Ogilvie city,MN,45.829828,-93.423042,0
Okabena city,MN,43.739298,-95.318758,0
Oklee city,MN,47.838746,-95.849548,0
Olivia city,MN,44.776964,-94.997144,0
Onamia city,MN,46.070301,-93.66705,0
Ormsby city,MN,43.850369,-94.698589,0
Orono city,MN,44.96098,-93.587728,0
Oronoco city,MN,44.158446,-92.539194,0
Orr city,MN,48.05763,-92.823568,0
Ortonville city,MN,45.302445,-96.442223,0
Osage CDP,MN,46.928354,-95.263086,0
Osakis city,MN,45.865374,-95.153072,0
Oslo city,MN,48.195632,-97.13144,0
Osseo city,MN,45.117866,-93.3992,0
Ostrander city,MN,43.613734,-92.426263,0
Otsego city,MN,45.264286,-93.620742,0
Ottertail city,MN,46.43164,-95.571223,0
Owatonna city,MN,44.091904,-93.231715,0
Palisade city,MN,46.712723,-93.489312,0
Parkers Prairie city,MN,46.152827,-95.328313,0
Park Rapids city,MN,46.916394,-95.057932,0
Paynesville city,MN,45.378519,-94.721592,0
Pease city,MN,45.70079,-93.648699,0
Pelican Rapids city,MN,46.570281,-96.085853,0
Pemberton city,MN,44.008499,-93.783893,0
Pennock city,MN,45.145855,-95.175033,0
Pequot Lakes city,MN,46.588091,-94.287969,0
Perham city,MN,46.599611,-95.577104,0
Perley city,MN,47.176158,-96.801521,0
Peterson city,MN,43.788469,-91.831968,0
Pickwick CDP,MN,43.981591,-91.494553,0
Pierz city,MN,45.977198,-94.10082,0
Pillager city,MN,46.330621,-94.477351,0
Pine Bend CDP,MN,47.418251,-95.596838,0
Pine City city,MN,45.84098,-92.966492,0
Pine Island city,MN,44.198124,-92.628119,0
Pine Point CDP,MN,46.985338,-95.400015,0
Pine River city,MN,46.723289,-94.396599,0
Pine Springs city,MN,45.038031,-92.95594,0
Pipestone city,MN,43.995916,-96.31108,0
Plainview city,MN,44.164687,-92.16919,0
Plato city,MN,44.77235,-94.039337,0
Plummer city,MN,47.915166,-96.041542,0
Plymouth city,MN,45.022312,-93.462883,0
Ponemah CDP,MN,48.034837,-94.898296,0
Porter city,MN,44.641399,-96.169869,0
Preston city,MN,43.672567,-92.082802,0
Princeton city,MN,45.568215,-93.590254,0
Prinsburg city,MN,44.934915,-95.187003,0
Prior Lake city,MN,44.725594,-93.440877,0
Proctor city,MN,46.740786,-92.228132,0
Quamba city,MN,45.915045,-93.175868,0
Racine city,MN,43.77551,-92.480969,0
Ramsey city,MN,45.260019,-93.452233,0
Randall city,MN,46.088667,-94.500718,0
Randolph city,MN,44.526624,-93.020642,0
Ranier city,MN,48.604323,-93.357296,0
Raymond city,MN,45.018413,-95.236681,0
Redby CDP,MN,47.870044,-94.903668,0
Red Lake CDP,MN,47.869888,-95.005018,0
Red Lake Falls city,MN,47.883688,-96.272727,0
Red Wing city,MN,44.581265,-92.605011,0
Redwood Falls city,MN,44.547125,-95.102637,0
Regal city,MN,45.405377,-94.83973,0
Remer city,MN,47.056855,-93.91259,0
Renville city,MN,44.790785,-95.204794,0
Revere city,MN,44.221554,-95.361148,0
Rice city,MN,45.758617,-94.242906,0
Rice Lake CDP,MN,47.388299,-95.524367,0
Rice Lake city,MN,46.908901,-92.132225,0
Richfield city,MN,44.874354,-93.282445,0
Richmond city,MN,45.454513,-94.513607,0
Richville city,MN,46.505895,-95.625871,0
Riverland CDP,MN,47.322899,-95.951066,0
Riverton city,MN,46.457035,-94.054461,0
Robbinsdale city,MN,45.024534,-93.330644,0
Rochester city,MN,44.014299,-92.478592,0
Rock Creek city,MN,45.764654,-92.903506,0
Rockford city,MN,45.090841,-93.745218,0
Rockville city,MN,45.466049,-94.318918,0
Rogers city,MN,45.18385,-93.571669,0
Rollingstone city,MN,44.099397,-91.818587,0
Ronneby CDP,MN,45.685346,-93.86011,0
Roosevelt city,MN,48.806952,-95.100969,0
Roscoe city,MN,45.432334,-94.636518,0
Roseau city,MN,48.844462,-95.762434,0
Rose Creek city,MN,43.60446,-92.828902,0
Rosemount city,MN,44.745814,-93.068864,0
Roseville city,MN,45.015625,-93.153807,0
Rothsay city,MN,46.473091,-96.284242,0
Round Lake city,MN,43.537198,-95.471926,0
Royalton city,MN,45.830329,-94.292615,0
Roy Lake CDP,MN,47.316833,-95.538731,0
Rush City city,MN,45.687442,-92.965303,0
Rushford city,MN,43.813437,-91.753828,0
Rushford Village city,MN,43.804587,-91.785578,0
Rushmore city,MN,43.619708,-95.79895,0
Russell city,MN,44.320439,-95.943966,0
Ruthton city,MN,44.177479,-96.103397,0
Rutledge city,MN,46.25589,-92.878205,0
Sabin city,MN,46.781371,-96.654227,0
Sacred Heart city,MN,44.781715,-95.350728,0
St. Anthony city,MN,45.030332,-93.215417,0
St. Anthony city,MN,45.688967,-94.61165,0
St. Augusta city,MN,45.450173,-94.193785,0
St. Bonifacius city,MN,44.905066,-93.748288,0
St. Charles city,MN,43.968747,-92.059295,0
St. Clair city,MN,44.083885,-93.860545,0
St. Cloud city,MN,45.526658,-94.171007,0
St. Francis city,MN,45.394034,-93.394117,0
St. Hilaire city,MN,48.01316,-96.21357,0
St. James city,MN,43.983362,-94.625392,0
St. John's University CDP,MN,45.579722,-94.391868,0
St. Joseph city,MN,45.56507,-94.30207,0
St. Leo city,MN,44.717313,-96.0526,0
St. Louis Park city,MN,44.948681,-93.365035,0
St. Martin city,MN,45.502779,-94.667741,0
St. Marys Point city,MN,44.910548,-92.770157,0
St. Michael city,MN,45.199238,-93.689526,0
St. Paul city,MN,44.948901,-93.104063,0
St. Paul Park city,MN,44.83568,-92.994128,0
St. Peter city,MN,44.329282,-93.967656,0
St. Rosa city,MN,45.72679,-94.713701,0
St. Stephen city,MN,45.701039,-94.274204,0
St. Vincent city,MN,48.969125,-97.226337,0
Sanborn city,MN,44.210004,-95.129477,0
Sandstone city,MN,46.129036,-92.864553,0
Sargeant city,MN,43.806082,-92.800174,0
Sartell city,MN,45.61809,-94.212153,0
Sauk Centre city,MN,45.736472,-94.952729,0
Sauk Rapids city,MN,45.594724,-94.152747,0
Savage city,MN,44.759057,-93.364213,0
Scandia city,MN,45.251536,-92.833409,0
Scanlon city,MN,46.705945,-92.42873,0
Seaforth city,MN,44.475861,-95.335862,0
Searles CDP,MN,44.230751,-94.436126,0
Sebeka city,MN,46.629164,-95.087882,0
Sedan city,MN,45.578175,-95.245295,0
Shafer city,MN,45.389965,-92.758343,0
Shakopee city,MN,44.771906,-93.475699,0
Shelly city,MN,47.458194,-96.819717,0
Sherburn city,MN,43.6549,-94.727489,0
Shevlin city,MN,47.530146,-95.259509,0
Shoreview city,MN,45.082989,-93.140492,0
Shorewood city,MN,44.902442,-93.595334,0
Silver Bay city,MN,47.293311,-91.276813,0
Silver Creek CDP,MN,45.308206,-93.98638,0
Silver Lake city,MN,44.904169,-94.198638,0
Skyline city,MN,44.140892,-94.033618,0
Slayton city,MN,43.990229,-95.758371,0
Sleepy Eye city,MN,44.298945,-94.723594,0
Sobieski city,MN,45.923002,-94.482024,0
Solway city,MN,47.521044,-95.130255,0
Soudan CDP,MN,47.81301,-92.235608,0
South End CDP,MN,47.323094,-95.478783,0
South Haven city,MN,45.292736,-94.217376,0
South St. Paul city,MN,44.888027,-93.040497,0
Spicer city,MN,45.233643,-94.939962,0
Springfield city,MN,44.237214,-94.981872,0
Spring Grove city,MN,43.560754,-91.636968,0
Spring Hill city,MN,45.523239,-94.831711,0
Spring Lake Park city,MN,45.11593,-93.245164,0
Spring Park city,MN,44.935926,-93.63011,0
Spring Valley city,MN,43.688803,-92.389765,0
Squaw Lake city,MN,47.620687,-94.137439,0
Stacy city,MN,45.423044,-92.97032,0
Stanchfield CDP,MN,45.663238,-93.18168,0
Staples city,MN,46.372154,-94.815011,0
Starbuck city,MN,45.611628,-95.532189,0
Steen city,MN,43.514305,-96.263083,0
Stephen city,MN,48.452415,-96.876337,0
Stewart city,MN,44.723772,-94.486595,0
Stewartville city,MN,43.86079,-92.489986,0
Stillwater city,MN,45.058606,-92.830408,0
Stockton city,MN,44.027113,-91.76971,0
Storden city,MN,44.039616,-95.319272,0
Strandquist city,MN,48.489396,-96.447928,0
Strathcona city,MN,48.553705,-96.167045,0
Sturgeon Lake city,MN,46.390335,-92.822118,0
Sunburg city,MN,45.348017,-95.239819,0
Sunfish Lake city,MN,44.872673,-93.086963,0
Swanville city,MN,45.916175,-94.638792,0
Taconite city,MN,47.31795,-93.382868,0
Tamarack city,MN,46.652958,-93.12496,0
Taopi city,MN,43.557486,-92.640411,0
Taunton city,MN,44.59424,-96.062947,0
Taylors Falls city,MN,45.405611,-92.673632,0
Tenstrike city,MN,47.659447,-94.68391,0
The Lakes CDP,MN,44.104869,-95.670244,0
The Ranch CDP,MN,47.319773,-95.695154,0
Thief River Falls city,MN,48.111241,-96.177562,0
Tintah city,MN,46.010831,-96.320091,0
Tonka Bay city,MN,44.914403,-93.585542,0
Tower city,MN,47.815754,-92.274689,0
Tracy city,MN,44.24039,-95.62086,0
Trail city,MN,47.783285,-95.698034,0
Trimont city,MN,43.761045,-94.716233,0
Trommald city,MN,46.507744,-94.015179,0
Trosky city,MN,43.89,-96.247833,0
Truman city,MN,43.827872,-94.436569,0
Turtle River city,MN,47.588353,-94.758264,0
Twin Lakes city,MN,43.561114,-93.423478,0
Twin Lakes CDP,MN,47.219043,-95.648816,0
Twin Valley city,MN,47.258871,-96.259189,0
Two Harbors city,MN,47.029954,-91.675744,0
Tyler city,MN,44.277941,-96.1361,0
Ulen city,MN,47.078152,-96.258209,0
Underwood city,MN,46.291145,-95.872907,0
Upsala city,MN,45.812893,-94.563729,0
Urbank city,MN,46.124024,-95.51006,0
Utica city,MN,43.977166,-91.949457,0
Vadnais Heights city,MN,45.057938,-93.066454,0
Vergas city,MN,46.648762,-95.802139,0
Vermillion city,MN,44.669691,-92.963426,0
Verndale city,MN,46.396883,-95.012151,0
Vernon Center city,MN,43.962365,-94.166881,0
Vesta city,MN,44.506633,-95.414074,0
Victoria city,MN,44.862117,-93.658426,0
Viking city,MN,48.2182,-96.406784,0
Village of Minnetonka Beach city,MN,44.939625,-93.587127,0
Villard city,MN,45.713438,-95.269852,0
Vineland CDP,MN,46.179281,-93.781161,0
Vining city,MN,46.257406,-95.535893,0
Virginia city,MN,47.527955,-92.517602,0
Wabasha city,MN,44.371107,-92.0457,0
Wabasso city,MN,44.402517,-95.255412,0
Waconia city,MN,44.84153,-93.790092,0
Wadena city,MN,46.447194,-95.126697,0
Wahkon city,MN,46.120021,-93.522383,0
Waite Park city,MN,45.520868,-94.242982,0
Waldorf city,MN,43.933149,-93.69756,0
Walker city,MN,47.090803,-94.586932,0
Walnut Grove city,MN,44.225005,-95.469189,0
Walters city,MN,43.604928,-93.674346,0
Waltham city,MN,43.819315,-92.874625,0
Wanamingo city,MN,44.302775,-92.787281,0
